ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
295,-122.17,37.77,39,1612,342,355.68,912,322,3.3958,9.709960828,NEAR BAY,141900
296,-122.17,37.77,31,2424,533,530.4,1360,452,1.871,2.969633607,NEAR BAY,90700
297,-122.17,37.76,41,1594,367,,1074,355,1.9356,4.434273631,NEAR BAY,90600
298,-122.17,37.76,47,2118,413,434.25,965,382,2.1842,1.485059665,NEAR BAY,107900
299,-122.18,37.76,37,1575,358,410.52,933,320,2.2917,0.601751387,NEAR BAY,107000
300,-122.17,37.76,38,1764,397,,987,354,2.4333,9.779153802,NEAR BAY,98200
301,-122.18,37.76,50,1187,261,353.73,907,246,1.9479,9.823975936,NEAR BAY,89500
302,-122.18,37.76,52,754,175,,447,165,3.9063,8.051156114,NEAR BAY,93800
303,-122.18,37.76,49,2308,452,545.58,1299,451,1.8407,3.392509368,NEAR BAY,96700
304,-122.18,37.77,27,909,236,150.48,396,157,2.0786,8.169813683,NEAR BAY,97500
305,-122.18,37.77,42,1180,257,,877,268,2.8125,1.659266542,NEAR BAY,97300
306,-122.18,37.76,43,2018,408,444.4,1111,367,1.8913,9.748135551,NEAR BAY,91200
307,-122.19,37.76,49,1368,282,,790,269,1.7056,6.515505107,NEAR BAY,91400
308,-122.18,37.77,52,2744,547,635.97,1479,554,2.2768,2.177343994,NEAR BAY,96200
309,-122.18,37.77,51,2107,471,516.12,1173,438,3.2552,4.211869229,NEAR BAY,120100
310,-122.18,37.77,52,1748,362,370.44,1029,366,2.0556,7.792618612,NEAR BAY,100000
311,-122.19,37.76,52,2024,391,,1030,350,2.4659,8.575377861,NEAR BAY,94700
312,-122.2,37.76,47,1116,259,289.1,826,279,1.75,2.668535979,NEAR BAY,85700
313,-122.19,37.77,41,2036,510,,1412,454,2.0469,7.795872452,NEAR BAY,89300
314,-122.19,37.77,45,1852,393,475.44,1132,349,2.7159,0.503734181,NEAR BAY,101400
315,-122.19,37.76,41,921,207,,522,159,1.2083,4.074703332,NEAR BAY,72500
316,-122.19,37.76,45,995,238,,630,237,1.925,4.41407658,NEAR BAY,74100
317,-122.2,37.75,36,606,132,238.95,531,133,1.5809,9.447011111,NEAR BAY,70000
318,-122.2,37.76,37,2680,736,750.75,1925,667,1.4097,8.605669209,NEAR BAY,84600
319,-122.19,37.76,38,1493,370,446.16,1144,351,0.7683,3.015841875,NEAR BAY,81800
320,-122.19,37.75,19,2207,565,562.78,1481,520,1.3194,0.766180612,NEAR BAY,81400
321,-122.19,37.75,28,856,189,,435,162,0.8012,6.020845676,NEAR BAY,81800
322,-122.19,37.76,26,1293,297,354.24,984,303,1.9479,0.469412935,NEAR BAY,85800
323,-122.19,37.74,36,847,212,,567,159,1.1765,0.502114907,NEAR BAY,87100
324,-122.18,37.74,42,541,154,148.2,380,123,2.3456,3.122032981,NEAR BAY,83500
325,-122.19,37.73,44,1066,253,,825,244,2.1538,1.17833518,NEAR BAY,79700
326,-122.19,37.74,43,707,147,154.29,417,155,2.5139,1.268469993,NEAR BAY,83400
327,-122.19,37.73,45,1528,291,,801,287,1.2625,8.397303552,NEAR BAY,84700
328,-122.18,37.73,42,909,215,271.32,646,198,2.9063,0.175288003,NEAR BAY,80000
329,-122.18,37.73,43,1391,293,299.25,855,285,2.5192,7.148005361,NEAR BAY,76400
330,-122.18,37.73,44,548,119,169.65,435,136,2.1111,0.922857813,NEAR BAY,79700
331,-122.18,37.73,42,4074,874,1094.4,2736,780,2.455,0.155343045,NEAR BAY,82400
332,-122.17,37.74,41,1613,445,518.35,1481,414,2.4028,7.21819145,NEAR BAY,97700
333,-122.17,37.74,47,463,134,124.26,327,137,2.15,4.735386716,NEAR BAY,97200
334,-122.17,37.74,43,818,193,207.48,494,179,2.4776,0.03843897,NEAR BAY,101600
335,-122.17,37.73,43,1473,371,,1231,341,2.1587,4.168587814,NEAR BAY,86500
336,-122.18,37.74,35,504,126,135.66,323,109,1.8438,6.088635183,NEAR BAY,90500
337,-122.17,37.74,46,1026,226,,749,225,3.0298,2.885626332,NEAR BAY,107600
338,-122.17,37.74,46,769,183,,693,178,2.25,3.200539225,NEAR BAY,84200
339,-122.18,37.74,46,2103,391,522.21,1339,354,2.2467,3.19250689,NEAR BAY,88900
340,-122.18,37.75,45,330,76,112.8,282,80,4.0469,9.840299687,NEAR BAY,80700
341,-122.18,37.75,46,941,218,248.4,621,195,1.325,8.222455736,NEAR BAY,87100
342,-122.17,37.75,38,992,,307.44,732,259,1.6196,8.601363844,NEAR BAY,85100
343,-122.18,37.75,45,990,261,378.42,901,260,2.1731,3.413316352,NEAR BAY,82000
344,-122.19,37.75,36,1126,263,178.34,482,150,1.9167,9.008489962,NEAR BAY,82800
345,-122.18,37.75,43,1036,233,280.36,652,213,2.069,2.540662442,NEAR BAY,84600
346,-122.18,37.75,36,1047,214,227.85,651,166,1.712,7.397805549,NEAR BAY,82100
347,-122.17,37.76,33,1280,307,409.59,999,286,2.5625,9.018636783,NEAR BAY,89300
348,-122.17,37.75,43,1587,320,326.52,907,306,1.9821,6.44362918,NEAR BAY,98300
349,-122.17,37.75,41,1257,271,356.04,828,230,2.5043,7.201443115,NEAR BAY,92300
350,-122.17,37.75,44,1218,248,312.83,763,254,2.3281,8.860126628,NEAR BAY,88800
351,-122.17,37.75,48,1751,390,411.4,935,349,1.4375,7.252950026,NEAR BAY,90000
352,-122.16,37.76,45,2299,514,617.91,1437,484,2.5122,6.419898155,NEAR BAY,95500
353,-122.16,37.75,38,2457,624,651.88,1516,482,1.5625,5.785291604,NEAR BAY,91700
354,-122.17,37.75,47,998,211,238.8,597,185,3.1587,3.55916633,NEAR BAY,100400
355,-122.17,37.76,40,1685,343,389.09,949,342,1.8426,5.733160562,NEAR BAY,94800
356,-122.16,37.76,46,1827,307,378.83,881,302,4.6696,7.648513119,NEAR BAY,164300
357,-122.16,37.76,36,2781,574,560.82,1438,519,2.4598,2.164377449,NEAR BAY,155500
358,-122.15,37.76,39,1823,286,,763,270,6.0749,4.499591372,NEAR BAY,196900
359,-122.14,37.77,27,2229,365,518.8,1297,355,4.8304,6.862743229,NEAR BAY,279100
360,-122.14,37.76,34,1513,231,,545,211,5.5701,8.971297611,NEAR BAY,252800
361,-122.13,37.76,26,3266,491,464.36,1222,533,5.37,5.585908791,NEAR BAY,275400
362,-122.12,37.75,33,1809,261,331.28,808,219,6.86,8.371985039,NEAR BAY,250000
363,-122.12,37.75,28,794,111,128.31,329,109,7.6923,3.596522674,NEAR BAY,329800
364,-122.14,37.75,36,690,105,,299,109,4.0313,5.341056277,NEAR BAY,195500
365,-122.14,37.75,33,1334,200,220.02,579,202,6.8323,6.107953722,NEAR BAY,255900
366,-122.13,37.75,30,414,54,,137,50,4.975,2.974397383,NEAR BAY,311100
367,-122.13,37.75,36,768,93,,229,93,5.3602,3.157578211,NEAR BAY,330000
368,-122.13,37.74,41,4400,666,,1476,648,5,5.619608226,NEAR BAY,248900
369,-122.16,37.75,46,954,161,,429,154,2.925,1.496900179,NEAR BAY,142900
370,-122.15,37.75,40,1445,256,,849,255,3.8913,7.57142111,NEAR BAY,126300
371,-122.15,37.75,44,1938,399,359.48,946,331,3.225,3.910426169,NEAR BAY,135800
372,-122.15,37.74,41,856,178,,571,191,3.1458,1.223493829,NEAR BAY,130600
373,-122.16,37.75,24,1790,454,432.06,1137,386,2.537,5.188491723,NEAR BAY,107900
374,-122.16,37.75,44,617,131,,378,135,2.5568,7.555747554,NEAR BAY,111100
375,-122.15,37.74,43,1383,275,298.55,853,272,3.5083,2.542890893,NEAR BAY,122000
376,-122.15,37.74,49,1325,277,305.6,764,282,3.3125,8.925737005,NEAR BAY,118000
377,-122.16,37.75,40,1227,294,371.2,928,261,1.8235,3.935488515,NEAR BAY,95200
378,-122.16,37.75,35,667,140,154.28,406,133,3.8047,1.370224423,NEAR BAY,94300
379,-122.17,37.74,34,1223,281,321.36,824,280,2.2917,1.709725868,NEAR BAY,92500
380,-122.17,37.75,37,1379,287,334,835,259,2.4962,4.788987995,NEAR BAY,91800
381,-122.16,37.74,43,1534,300,338.66,826,295,4.0417,0.620128924,NEAR BAY,109400
382,-122.16,37.74,46,1029,181,226.8,567,211,3.4844,6.233395497,NEAR BAY,129500
383,-122.16,37.74,52,771,147,131.35,355,144,4.1458,4.543954126,NEAR BAY,143400
384,-122.16,37.74,47,824,223,218.53,533,166,2.625,9.941486521,NEAR BAY,98200
385,-122.16,37.74,44,1097,239,,609,215,2.0227,1.508250007,NEAR BAY,103100
386,-122.29,37.9,49,1283,238,,576,236,3.3333,3.621145292,NEAR BAY,276800
387,-122.29,37.9,52,1604,263,,594,286,5.338,6.754717421,NEAR BAY,270900
388,-122.29,37.89,52,2248,422,,870,377,3.4732,0.515632663,NEAR BAY,246200
389,-122.3,37.9,38,2263,522,,1027,509,3.5125,9.825324837,NEAR BAY,224200
390,-122.29,37.89,52,1571,349,,693,326,3.1375,3.090642491,NEAR BAY,229100
391,-122.3,37.89,46,1520,402,,815,375,2.8036,6.165216605,NEAR BAY,211600
392,-122.3,37.9,15,5083,1212,,2420,1146,4.5824,7.723995771,NEAR BAY,256100
393,-122.3,37.89,36,1077,293,,518,276,3.0208,8.161446747,NEAR BAY,206300
394,-122.3,37.89,52,1248,283,223.2,620,275,4.0875,5.700634556,NEAR BAY,221300
395,-122.33,37.89,42,1342,291,198.36,551,266,4.5268,3.171243251,NEAR BAY,207400
396,-122.34,37.88,37,3061,930,1047.96,2556,924,1.7375,3.000353758,NEAR BAY,350000
397,-122.29,37.89,52,3171,698,554.26,1498,696,3.1795,0.333951105,NEAR BAY,218200
398,-122.29,37.88,50,1211,261,230.12,523,227,3.8672,2.875466285,NEAR BAY,216700
399,-122.29,37.89,52,979,175,,374,153,5.1675,1.592774307,NEAR BAY,270600
400,-122.29,37.89,52,2269,380,,1004,371,5.1696,4.198989205,NEAR BAY,261400
401,-122.28,37.88,52,1844,332,,769,334,4.2614,3.080901583,NEAR BAY,261300
402,-122.29,37.89,52,2178,421,404.2,940,423,5.0551,0.697963903,NEAR BAY,232200
403,-122.27,37.9,42,1650,274,245.1,645,256,5.6228,3.149672984,NEAR BAY,375400
404,-122.26,37.9,52,1927,279,289.05,705,288,7.8864,0.263555089,NEAR BAY,357300
405,-122.27,37.9,52,2079,273,273.6,684,275,7.9556,9.959914938,NEAR BAY,374400
406,-122.27,37.9,52,1803,240,217.36,572,236,6.174,1.860021056,NEAR BAY,358800
407,-122.27,37.9,52,2041,270,301.95,671,253,6.9414,5.90822609,NEAR BAY,417500
408,-122.27,37.89,52,3046,373,,975,365,8.8342,4.27631171,NEAR BAY,430500
409,-122.28,37.9,52,2318,328,,779,312,7.1754,8.558597628,NEAR BAY,362900
410,-122.28,37.9,52,2003,250,276.36,658,244,10.0825,1.649188438,NEAR BAY,397000
411,-122.28,37.9,52,2261,328,343.98,819,335,4.9083,3.741758961,NEAR BAY,346800
412,-122.28,37.89,52,1225,169,,412,168,5.7912,3.907673676,NEAR BAY,327100
413,-122.28,37.89,52,2315,408,325.65,835,369,4.5893,9.186401795,NEAR BAY,290100
414,-122.28,37.89,52,2070,329,281.58,722,306,5.4171,4.200211402,NEAR BAY,292000
415,-122.28,37.89,52,2616,473,423.15,1085,487,4.125,9.419730119,NEAR BAY,270900
416,-122.27,37.89,52,2640,366,379.47,973,355,7.266,5.157841614,NEAR BAY,371100
417,-122.27,37.89,52,1978,293,,723,272,5.3989,9.870933484,NEAR BAY,335600
418,-122.26,37.9,37,2220,335,,903,362,7.8336,3.627147319,NEAR BAY,371300
419,-122.25,37.89,41,1125,195,138.84,356,181,6.1593,8.914764588,NEAR BAY,344000
420,-122.26,37.89,52,3078,494,351.75,1005,462,6.381,4.858611609,NEAR BAY,342200
421,-122.26,37.89,52,3706,531,457.9,1205,504,6.6828,3.524316827,NEAR BAY,370900
422,-122.25,37.89,37,3000,457,434.28,987,450,7.5385,6.276494808,NEAR BAY,350000
423,-122.25,37.89,42,2863,460,422.71,1031,448,6.7138,2.851138312,NEAR BAY,368600
424,-122.26,37.88,52,2551,417,366.54,894,404,6.2425,9.167428821,NEAR BAY,391800
425,-122.26,37.88,52,2255,410,329.2,823,377,5.7979,8.455831864,NEAR BAY,415300
426,-122.27,37.88,52,3360,648,492.8,1232,621,4.2813,2.246682453,NEAR BAY,284900
427,-122.27,37.88,52,1693,391,260.91,669,367,3.5417,8.946534606,NEAR BAY,287500
428,-122.27,37.88,44,2252,592,,989,550,3.0132,8.505501579,NEAR BAY,272900
429,-122.28,37.88,52,2495,491,,1058,464,4.1429,0.559917455,NEAR BAY,259600
430,-122.28,37.88,52,1193,200,207.46,506,207,4.1912,0.20680941,NEAR BAY,254500
431,-122.28,37.88,52,1172,215,,489,218,3.9167,4.508860912,NEAR BAY,235600
432,-122.29,37.88,52,2159,424,370.8,824,388,3.8897,9.3218849,NEAR BAY,218400
433,-122.29,37.88,48,2365,490,372.24,1034,475,3.1065,6.600165235,NEAR BAY,229200
434,-122.29,37.88,46,1895,442,340.4,920,425,2.9926,3.918492926,NEAR BAY,192100
435,-122.29,37.88,52,1650,395,302.76,841,380,3.556,7.892624466,NEAR BAY,179300
436,-122.3,37.88,45,453,146,,749,137,1.475,1.67806677,NEAR BAY,187500
437,-122.3,37.88,52,409,97,,208,98,1.6971,0.784598674,NEAR BAY,138800
438,-122.3,37.87,10,503,118,79.8,228,100,2.1705,6.549888226,NEAR BAY,150000
439,-122.3,37.86,50,499,127,,287,128,2.75,5.984436449,NEAR BAY,140600
440,-122.29,37.85,52,477,119,93.74,218,106,2.5682,4.923152178,NEAR BAY,120000
441,-122.3,37.88,46,1647,376,333.06,854,355,2.9,5.473126778,NEAR BAY,144800
442,-122.3,37.87,52,3123,749,762.75,1695,684,2.2208,5.349061054,NEAR BAY,144800
443,-122.28,37.88,52,957,188,181.35,403,172,3.2344,1.755767726,NEAR BAY,245500
444,-122.28,37.87,52,589,132,118.08,288,131,3.5156,5.069194266,NEAR BAY,200000
445,-122.28,37.87,49,2026,548,356.31,963,521,1.9805,8.692161574,NEAR BAY,173700
446,-122.29,37.87,50,1829,536,496.76,1129,516,2.6684,4.975184449,NEAR BAY,185600
447,-122.29,37.87,52,895,198,173.7,386,204,3.875,0.815419125,NEAR BAY,182600
448,-122.28,37.88,52,1909,416,,811,406,3.006,0.235790762,NEAR BAY,227900
449,-122.28,37.87,46,3022,696,,1293,675,2.543,7.503088959,NEAR BAY,220700
450,-122.28,37.87,46,1777,446,297.85,805,431,2.8676,2.378632339,NEAR BAY,212000
451,-122.27,37.88,52,2803,930,,1372,876,2.1907,2.607560621,NEAR BAY,271400
452,-122.27,37.87,30,1465,439,,862,425,1.7778,6.661994779,NEAR BAY,268800
453,-122.27,37.88,37,2619,682,,1152,616,2.52,9.723505845,NEAR BAY,277800
454,-122.26,37.88,52,1149,255,169.05,483,249,4.2788,5.187105239,NEAR BAY,332500
455,-122.26,37.88,52,2363,604,701.1,1558,573,2.944,0.306674847,NEAR BAY,338900
456,-122.26,37.88,52,2604,837,,1798,769,1.725,5.466906056,NEAR BAY,287500
457,-122.25,37.87,41,685,141,103.74,266,123,5.2289,5.399051287,NEAR BAY,384600
458,-122.25,37.87,42,1756,465,,2184,422,2.5562,8.156730621,NEAR BAY,371400
459,-122.25,37.87,52,1204,460,725.76,2016,477,0.949,1.265924517,NEAR BAY,350000
460,-122.25,37.87,52,609,236,,1349,250,1.1696,4.070473709,NEAR BAY,500001
461,-122.26,37.87,52,1087,371,1368.17,3337,350,1.4012,5.762949984,NEAR BAY,175000
462,-122.26,37.87,52,2773,998,722.82,1721,949,1.1859,0.21993896,NEAR BAY,241700
463,-122.27,37.87,35,3218,1108,603,1675,1000,1.7464,7.920538964,NEAR BAY,216700
464,-122.27,37.87,49,1350,368,289.87,707,350,2.8846,5.72559743,NEAR BAY,211300
465,-122.27,37.87,52,3084,698,640.8,1424,694,2.7372,1.985806708,NEAR BAY,210200
466,-122.28,37.86,52,938,195,157.2,393,189,3.8594,0.461508212,NEAR BAY,196400
467,-122.28,37.87,52,1813,353,331.2,828,339,3.5625,3.377297048,NEAR BAY,191700
468,-122.28,37.87,52,1233,300,,571,292,2.2788,3.828334014,NEAR BAY,182300
469,-122.29,37.87,44,2539,755,525.16,1382,713,2.537,0.485687294,NEAR BAY,175000
470,-122.29,37.87,46,1267,324,,792,321,2.525,9.815635131,NEAR BAY,165900
471,-122.29,37.86,52,1665,404,,815,372,1.9946,6.494779621,NEAR BAY,156900
472,-122.28,37.86,52,1659,367,,788,346,2.8214,5.423015078,NEAR BAY,164300
473,-122.29,37.87,52,2225,460,,1145,430,2.6165,8.690903419,NEAR BAY,150000
474,-122.29,37.86,50,2485,607,,1354,563,1.9483,4.496617834,NEAR BAY,150500
475,-122.28,37.86,52,2031,450,,958,445,1.9327,3.320068282,NEAR BAY,169900
476,-122.28,37.86,49,2932,668,,1361,608,1.9798,8.796406043,NEAR BAY,147400
477,-122.28,37.85,52,2246,472,391.95,1005,449,2.4167,2.644512588,NEAR BAY,152700
478,-122.27,37.86,49,2052,435,,924,414,2.5417,1.777452257,NEAR BAY,182700
479,-122.28,37.86,52,1999,417,335.4,780,358,3.3906,7.039523211,NEAR BAY,179300
480,-122.28,37.86,52,3007,691,601.16,1582,636,2.5652,6.55991931,NEAR BAY,157700
481,-122.28,37.86,41,2214,550,473.07,1213,568,2.2845,5.302571372,NEAR BAY,153100
482,-122.27,37.86,52,1088,305,213.84,486,267,2.6071,7.326332329,NEAR BAY,250000
483,-122.27,37.86,52,834,186,,494,175,3.15,7.583330743,NEAR BAY,206300
484,-122.27,37.86,52,1769,372,365.07,849,365,2.6914,7.263350004,NEAR BAY,218800
485,-122.27,37.86,52,2307,583,484.61,1127,548,1.8447,6.781174753,NEAR BAY,198200
486,-122.26,37.86,35,5161,1744,1408.68,3276,1742,1.6307,5.508378153,NEAR BAY,253600
487,-122.26,37.86,52,3497,832,671.85,1493,794,2.9044,8.477252984,NEAR BAY,257400
488,-122.26,37.86,52,3774,744,525.96,1461,679,2.9405,0.006301664,NEAR BAY,289500
489,-122.26,37.86,52,2888,604,551.32,1253,538,3.3893,8.699357087,NEAR BAY,241700
490,-122.25,37.86,48,2153,517,579.6,1656,459,3.0417,6.170417526,NEAR BAY,489600
491,-122.25,37.86,52,1389,191,,514,202,7.0897,9.645373461,NEAR BAY,446200
492,-122.25,37.86,52,1709,318,,719,295,5.0463,9.994111307,NEAR BAY,456300
493,-122.25,37.86,52,1587,444,,878,449,1.7652,0.882832857,NEAR BAY,336800
494,-122.24,37.86,52,1668,225,211.97,517,214,7.8521,7.464914807,NEAR BAY,500001
495,-122.24,37.85,52,3726,474,560.06,1366,496,9.3959,0.128747814,NEAR BAY,500001
496,-122.25,37.86,52,4048,663,526.4,1316,590,5.3794,8.025019288,NEAR BAY,376900
497,-122.26,37.85,52,3618,768,542.88,1508,755,3.2619,1.193640595,NEAR BAY,309600
498,-122.27,37.85,52,4076,920,810,1800,815,2.7054,6.425240265,NEAR BAY,182300
499,-122.27,37.85,47,2077,400,323.55,719,326,2.2431,3.536058869,NEAR BAY,172700
500,-122.27,37.85,50,1279,300,270,675,255,1.9028,2.672234997,NEAR BAY,150800
501,-122.27,37.85,52,1974,426,341.25,875,363,1.5817,8.135446649,NEAR BAY,153600
502,-122.27,37.85,52,335,83,59.28,152,77,2.2841,7.794957536,NEAR BAY,106300
503,-122.27,37.85,47,1375,307,362.49,843,319,1.3785,8.455231221,NEAR BAY,142300
504,-122.28,37.85,52,610,145,98.35,281,132,2.9018,1.919454919,NEAR BAY,119400
505,-122.28,37.85,44,1025,198,177.1,506,204,1.73,9.370887243,NEAR BAY,147900
506,-122.28,37.85,48,2063,484,432.14,1054,466,2.2625,2.946136521,NEAR BAY,132900
507,-122.29,37.84,35,1872,419,,1017,414,2.2106,4.54557648,NEAR BAY,132500
508,-122.28,37.83,52,3108,813,649.2,1623,765,2.6997,5.029461796,NEAR BAY,126900
509,-122.3,37.84,14,7355,2408,1364,3100,2051,4.0018,2.147833672,NEAR BAY,143800
510,-122.23,37.83,52,2990,379,369.33,947,361,7.8772,5.19604429,NEAR BAY,500001
511,-122.22,37.82,39,2492,310,,808,315,11.8603,0.40175233,NEAR BAY,500001
512,-122.22,37.82,42,2991,335,,1018,335,13.499,2.653364692,NEAR BAY,500001
513,-122.23,37.82,52,3242,366,350.35,1001,352,12.2138,0.696928482,NEAR BAY,500001
514,-122.23,37.82,52,3051,381,432.15,1005,369,8.1872,0.70992777,NEAR BAY,466100
515,-122.23,37.82,52,3494,396,417.2,1192,383,12.3804,0.377816965,NEAR BAY,500001
516,-122.24,37.83,52,1757,246,222.3,585,227,5.8948,5.728119914,NEAR BAY,457800
517,-122.24,37.83,52,2449,312,,916,316,8.1194,7.321107634,NEAR BAY,471600
518,-122.23,37.82,52,1611,203,,556,179,8.7477,7.29235183,NEAR BAY,500001
519,-122.24,37.82,52,3665,517,,1470,520,6.155,2.208530938,NEAR BAY,398600
520,-122.25,37.82,52,2474,403,386.4,1104,398,5.883,1.687196225,NEAR BAY,340700
521,-122.23,37.76,52,3037,516,,1242,518,5.2128,6.103613624,NEAR BAY,289900
522,-122.23,37.76,52,2269,323,354.2,805,321,4.7188,7.914026143,NEAR BAY,335300
523,-122.23,37.76,52,1316,177,147.42,378,162,5.2915,1.246073963,NEAR BAY,333000
524,-122.24,37.77,52,1153,235,206.83,481,223,2.6411,4.457458422,NEAR BAY,241000
525,-122.23,37.77,52,772,179,184.05,409,160,3.3214,7.33958371,NEAR BAY,189600
526,-122.24,37.77,52,1711,386,,885,373,3.6417,6.159588344,NEAR BAY,206300
527,-122.25,37.77,52,2650,566,572.52,1468,567,3.0161,4.583527914,NEAR BAY,215700
528,-122.25,37.77,52,1038,220,207.26,482,215,3.1771,1.179632841,NEAR BAY,210200
529,-122.25,37.77,52,1527,320,346.5,825,264,3.4531,5.120000838,NEAR BAY,208800
530,-122.25,37.77,52,859,157,,429,158,4.3098,6.380632884,NEAR BAY,197900
531,-122.26,37.78,52,970,217,205.92,528,208,3.3438,1.830198802,NEAR BAY,201300
532,-122.26,37.78,52,1045,239,,496,216,2.9213,7.660230971,NEAR BAY,190800
533,-122.27,37.78,52,1408,280,,718,265,2.6806,5.226167245,NEAR BAY,207900
534,-122.27,37.78,52,1222,264,264.6,630,265,3.7708,3.686579433,NEAR BAY,215300
535,-122.27,37.78,45,1169,263,318.12,723,286,3.9444,4.425049869,NEAR BAY,212900
536,-122.27,37.78,13,2020,535,345.24,959,486,5.2601,9.282356042,NEAR BAY,292700
537,-122.28,37.79,30,4145,869,,3668,855,2.5444,7.556968745,NEAR BAY,275000
538,-122.3,37.77,42,2038,368,,2037,355,2.6447,1.15764022,NEAR BAY,200000
539,-122.28,37.78,29,5154,,1309.35,3741,1273,2.5762,6.557922861,NEAR BAY,173400
540,-122.29,37.78,42,1241,309,336.61,821,300,1.9427,3.276756008,NEAR BAY,102200
541,-122.28,37.77,52,1468,363,374.1,870,347,2.9688,6.869391913,NEAR BAY,220800
542,-122.28,37.77,27,3997,1073,703.37,1901,966,3.75,8.721132752,NEAR BAY,242800
543,-122.29,37.76,18,2873,763,546.92,1243,663,5.1702,7.604248375,NEAR BAY,265400
544,-122.28,37.78,50,1487,306,,730,327,2.5139,4.636020443,NEAR BAY,219000
545,-122.26,37.77,52,1670,350,293.41,793,299,2.9732,0.404477363,NEAR BAY,282100
546,-122.27,37.77,52,2252,388,,1033,434,5.5337,6.569901231,NEAR BAY,372000
547,-122.27,37.77,52,1731,377,,872,363,4.1667,8.081285846,NEAR BAY,225800
548,-122.27,37.77,52,1710,481,314.13,849,457,2.7115,5.84602748,NEAR BAY,220800
549,-122.27,37.77,52,2388,559,448.4,1121,518,3.3269,5.789736265,NEAR BAY,234500
550,-122.25,37.77,52,2156,458,357.52,872,445,3.2685,5.602465238,NEAR BAY,254200
551,-122.26,37.77,52,1565,315,280.28,637,297,4.7778,5.326807244,NEAR BAY,351800
552,-122.26,37.77,52,1704,371,245.31,663,340,4.226,8.229023538,NEAR BAY,275000
553,-122.26,37.77,52,1210,168,,411,172,3.3571,7.685014311,NEAR BAY,405400
554,-122.26,37.77,52,2097,444,366,915,413,2.9899,9.449453387,NEAR BAY,228100
555,-122.26,37.77,52,1848,479,414.45,921,477,2.875,6.407239275,NEAR BAY,234000
556,-122.24,37.77,43,955,284,204.75,585,266,2.3882,6.008796695,NEAR BAY,162500
557,-122.25,37.77,43,4329,1110,917.84,2086,1053,2.975,2.080127004,NEAR BAY,243400
558,-122.23,37.76,52,3011,542,521.2,1303,535,5.1039,6.308348991,NEAR BAY,273800
559,-122.23,37.76,52,1049,185,,374,176,4.1458,0.461601623,NEAR BAY,248500
560,-122.24,37.76,52,2504,516,352.44,979,472,3.4762,7.247869896,NEAR BAY,244000
561,-122.24,37.76,52,1846,471,,827,446,2.6833,8.081558708,NEAR BAY,240900
562,-122.23,37.76,52,1705,246,276.36,658,253,5.75,9.697152429,NEAR BAY,306300
563,-122.23,37.75,50,1542,289,228.9,654,268,3.9632,4.677611792,NEAR BAY,240000
564,-122.24,37.75,45,891,,,384,146,4.9489,8.438317269,NEAR BAY,247100
565,-122.24,37.75,27,4051,753,554.63,1499,797,4.8711,3.44229073,NEAR BAY,286600
566,-122.24,37.76,52,2646,581,,1128,522,3.0718,0.530275924,NEAR BAY,266700
567,-122.24,37.76,49,2428,525,432.9,1110,492,3.6719,0.443656953,NEAR BAY,229800
568,-122.24,37.76,52,2567,436,503.55,1119,415,4.6094,6.391499043,NEAR BAY,229300
569,-122.24,37.73,21,7031,1249,1289.2,2930,1235,4.5213,7.921804921,NEAR BAY,228400
570,-122.25,37.74,25,1914,365,367.77,897,390,4.4562,5.889042184,NEAR BAY,206200
571,-122.24,37.72,5,18634,2885,,7427,2718,7.611,8.010879074,NEAR BAY,350700
572,-122.27,37.73,31,5785,1379,1040.55,2973,1312,3.2689,4.739367708,NEAR BAY,231000
573,-122.25,37.76,52,2876,648,495.8,1340,632,3.567,5.722151126,NEAR BAY,252900
574,-122.27,37.74,28,6909,1554,1338.3,2974,1484,3.6875,4.809949913,NEAR BAY,353900
575,-122.27,37.77,23,5679,1270,,2690,1151,4.7695,0.587218627,NEAR BAY,291700
576,-122.28,37.75,20,1156,365,209.88,583,326,3.1972,1.886036371,NEAR BAY,100000
577,-122.06,37.77,12,14316,2045,,5781,2007,7.2634,5.288444819,NEAR BAY,341600
578,-122.06,37.73,5,3596,467,625.68,1738,512,7.0568,8.16231837,NEAR BAY,412500
579,-122.06,37.71,36,3541,570,650.32,1478,529,4.635,2.076423743,NEAR BAY,248600
580,-122.07,37.71,40,1808,302,298.4,746,270,5.3015,3.135849511,NEAR BAY,254900
581,-122.07,37.71,36,2879,480,518.7,1235,455,4.9801,0.857590981,NEAR BAY,241500
582,-122.07,37.72,26,3204,477,,1411,484,5.4834,6.439760095,NEAR BAY,295200
